rnk,DisplayName,TagName,N
"3","gung - Reinstate Monica","interaction","62"
"3","gung - Reinstate Monica","confidence-interval","38"
"3","gung - Reinstate Monica","mean","31"
"3","gung - Reinstate Monica","econometrics","7"
"3","gung - Reinstate Monica","self-study","49"
"3","gung - Reinstate Monica","modeling","13"
"3","gung - Reinstate Monica","regression","383"
"3","gung - Reinstate Monica","data-transformation","33"
"3","gung - Reinstate Monica","independence","17"
"3","gung - Reinstate Monica","","1102"
"3","gung - Reinstate Monica","svm","1"
"3","gung - Reinstate Monica","autocorrelation","4"
"3","gung - Reinstate Monica","normal-distribution","42"
"3","gung - Reinstate Monica","panel-data","11"
"3","gung - Reinstate Monica","experiment-design","22"
"3","gung - Reinstate Monica","classification","18"
"3","gung - Reinstate Monica","pca","13"
"3","gung - Reinstate Monica","distributions","53"
"3","gung - Reinstate Monica","spss","29"
"3","gung - Reinstate Monica","lme4-nlme","16"
"3","gung - Reinstate Monica","clustering","35"
"3","gung - Reinstate Monica","variance","30"
"3","gung - Reinstate Monica","dataset","10"
"3","gung - Reinstate Monica","chi-squared-test","91"
"3","gung - Reinstate Monica","optimization","3"
"3","gung - Reinstate Monica","inference","10"
"3","gung - Reinstate Monica","multivariate-analysis","17"
"3","gung - Reinstate Monica","deep-learning","1"
"3","gung - Reinstate Monica","survival","26"
"3","gung - Reinstate Monica","statistical-significance","63"
"3","gung - Reinstate Monica","likelihood","1"
"3","gung - Reinstate Monica","binomial-distribution","34"
"3","gung - Reinstate Monica","random-forest","1"
"3","gung - Reinstate Monica","regression-coefficients","42"
"3","gung - Reinstate Monica","residuals","56"
"3","gung - Reinstate Monica","categorical-data","88"
"3","gung - Reinstate Monica","sampling","10"
"4","Tim","interpretation","13"
"4","Tim","linear-model","25"
"4","Tim","linear","16"
"4","Tim","causality","4"
"4","Tim","inference","43"
"4","Tim","multilevel-analysis","13"
"4","Tim","normal-distribution","85"
"4","Tim","p-value","18"
"4","Tim","conditional-probability","41"
"4","Tim","t-test","20"
"4","Tim","descriptive-statistics","21"
"4","Tim","deep-learning","15"
"4","Tim","statistical-power","2"
"4","Tim","random-effects-model","12"
"4","Tim","categorical-data","24"
"4","Tim","neural-networks","185"
"4","Tim","lme4-nlme","20"
"4","Tim","likelihood","39"
"4","Tim","lasso","8"
"4","Tim","probability","237"
"4","Tim","forecasting","31"
"4","Tim","multiple-comparisons","5"
"4","Tim","optimization","50"
"4","Tim","hypothesis-testing","56"
"4","Tim","modeling","21"
"4","Tim","cross-validation","37"
"4","Tim","regression","260"
"4","Tim","maximum-likelihood","58"
"4","Tim","standard-deviation","27"
"4","Tim","pca","9"
"4","Tim","generalized-linear-model","42"
"4","Tim","spss","6"
"4","Tim","markov-chain-montecarlo","42"
"4","Tim","survival","8"
"4","Tim","stationarity","2"
"4","Tim","self-study","56"
"4","Tim","machine-learning","373"
"4","Tim","expected-value","21"
"4","Tim","prediction","18"
"4","Tim","regression-coefficients","24"
"4","Tim","time-series","78"
"4","Tim","svm","13"
"4","Tim","data-visualization","20"
"4","Tim","sample-size","11"
"4","Tim","panel-data","4"
"4","Tim","data-transformation","16"
"4","Tim","r","189"
"4","Tim","boosting","16"
"4","Tim","binomial-distribution","53"
"4","Tim","simulation","30"
"4","Tim","sampling","32"
"4","Tim","repeated-measures","4"
"4","Tim","estimation","42"
"4","Tim","autocorrelation","6"
"4","Tim","bootstrap","39"
"4","Tim","least-squares","23"
"4","Tim","regularization","27"
"4","Tim","references","45"
"4","Tim","scikit-learn","31"
"4","Tim","bayesian","357"
"4","Tim","residuals","6"
"4","Tim","logistic","72"
"4","Tim","covariance","5"
"4","Tim","model","18"
"4","Tim","classification","109"
"4","Tim","","1610"
"4","Tim","confidence-interval","24"
"4","Tim","predictive-models","44"
"4","Tim","clustering","26"
"4","Tim","poisson-distribution","15"
"4","Tim","experiment-design","4"
"4","Tim","dataset","24"
"4","Tim","python","50"
"4","Tim","mathematical-statistics","76"
"4","Tim","standard-error","4"
"4","Tim","independence","9"
"4","Tim","multivariate-analysis","10"
"4","Tim","multiple-regression","31"
"4","Tim","nonparametric","14"
"4","Tim","correlation","36"
"4","Tim","random-variable","32"
"4","Tim","variance","27"
"4","Tim","econometrics","7"
"4","Tim","interaction","8"
"4","Tim","chi-squared-test","8"
"4","Tim","mixed-model","48"
"4","Tim","anova","7"
"4","Tim","conv-neural-network","24"
"4","Tim","statistical-significance","39"
"4","Tim","distributions","175"
"4","Tim","mean","49"
"4","Tim","cox-model","5"
"4","Tim","stata","2"
"4","Tim","feature-selection","22"
"4","Tim","missing-data","15"
"4","Tim","random-forest","40"
"4","Tim","stochastic-processes","4"
"4","Tim","model-selection","30"
"4","Tim","density-function","34"
"4","Tim","arima","6"
"4","Tim","terminology","85"
"5","Ben","t-test","24"
"5","Ben","categorical-data","19"
"5","Ben","bayesian","174"
"5","Ben","autocorrelation","21"
"5","Ben","correlation","51"
"5","Ben","expected-value","66"
"5","Ben","logistic","20"
"5","Ben","lasso","8"
"5","Ben","forecasting","19"
"5","Ben","r","152"
"5","Ben","clustering","4"
"5","Ben","anova","17"
"5","Ben","linear-model","32"
"5","Ben","p-value","29"
"5","Ben","machine-learning","69"
"5","Ben","mixed-model","7"
"5","Ben","cox-model","2"
"5","Ben","multilevel-analysis","5"
"5","Ben","optimization","20"
"5","Ben","sampling","63"
"5","Ben","inference","74"
"5","Ben","classification","12"
"5","Ben","causality","16"
"5","Ben","standard-error","15"
"5","Ben","self-study","161"
"5","Ben","density-function","46"
"5","Ben","probability","368"
"5","Ben","interpretation","13"
"5","Ben","bootstrap","5"
"5","Ben","prediction","6"
"5","Ben","normal-distribution","112"
"5","Ben","simulation","18"
"5","Ben","least-squares","50"
"5","Ben","survival","20"
"5","Ben","distributions","221"
"5","Ben","time-series","140"
"5","Ben","multiple-regression","45"
"5","Ben","multiple-comparisons","11"
"5","Ben","conditional-probability","82"
"5","Ben","panel-data","9"
"5","Ben","likelihood","35"
"5","Ben","random-effects-model","3"
"5","Ben","regression-coefficients","16"
"5","Ben","boosting","1"
"5","Ben","model","15"
"5","Ben","hypothesis-testing","111"
"5","Ben","neural-networks","6"
"5","Ben","random-forest","1"
"5","Ben","chi-squared-test","26"
"5","Ben","modeling","23"
"5","Ben","binomial-distribution","51"
"5","Ben","feature-selection","5"
"5","Ben","estimation","72"
"5","Ben","variance","101"
"5","Ben","regularization","6"
"5","Ben","independence","28"
"5","Ben","standard-deviation","28"
"5","Ben","arima","39"
"5","Ben","references","26"
"5","Ben","","1411"
"5","Ben","confidence-interval","66"
"5","Ben","scikit-learn","2"
"5","Ben","sample-size","17"
"5","Ben","pca","7"
"5","Ben","covariance","24"
"5","Ben","regression","249"
"5","Ben","stochastic-processes","22"
"5","Ben","lme4-nlme","7"
"5","Ben","statistical-significance","41"
"5","Ben","predictive-models","12"
"5","Ben","data-transformation","20"
"5","Ben","markov-chain-montecarlo","22"
"5","Ben","dataset","6"
"5","Ben","svm","2"
"5","Ben","stata","1"
"5","Ben","statistical-power","5"
"5","Ben","mean","40"
"5","Ben","terminology","33"
"5","Ben","residuals","25"
"5","Ben","spss","1"
"5","Ben","cross-validation","1"
"5","Ben","data-visualization","20"
"5","Ben","python","12"
"5","Ben","random-variable","85"
"5","Ben","poisson-distribution","38"
"5","Ben","maximum-likelihood","100"
"5","Ben","linear","21"
"5","Ben","econometrics","26"
"5","Ben","model-selection","7"
"5","Ben","stationarity","40"
"5","Ben","experiment-design","14"
"5","Ben","repeated-measures","4"
"5","Ben","multivariate-analysis","14"
"5","Ben","mathematical-statistics","187"
"5","Ben","interaction","5"
"5","Ben","nonparametric","12"
"5","Ben","generalized-linear-model","31"
"5","Ben","missing-data","4"
"5","Ben","descriptive-statistics","22"
"6","Stephan Kolassa","optimization","13"
"6","Stephan Kolassa","nonparametric","10"
"6","Stephan Kolassa","t-test","23"
"6","Stephan Kolassa","statistical-power","20"
"6","Stephan Kolassa","binomial-distribution","17"
"6","Stephan Kolassa","linear","12"
"6","Stephan Kolassa","random-effects-model","1"
"6","Stephan Kolassa","references","28"
"6","Stephan Kolassa","random-variable","12"
"6","Stephan Kolassa","forecasting","434"
"6","Stephan Kolassa","markov-chain-montecarlo","1"
"6","Stephan Kolassa","standard-deviation","14"
"6","Stephan Kolassa","likelihood","2"
"6","Stephan Kolassa","experiment-design","11"
"6","Stephan Kolassa","feature-selection","12"
"6","Stephan Kolassa","hypothesis-testing","70"
"6","Stephan Kolassa","sampling","11"
"6","Stephan Kolassa","multiple-regression","41"
"6","Stephan Kolassa","logistic","66"
"6","Stephan Kolassa","random-forest","51"
"6","Stephan Kolassa","lme4-nlme","7"
"6","Stephan Kolassa","multilevel-analysis","8"
"6","Stephan Kolassa","normal-distribution","50"
"6","Stephan Kolassa","self-study","25"
"6","Stephan Kolassa","pca","7"
"6","Stephan Kolassa","stationarity","6"
"6","Stephan Kolassa","multivariate-analysis","8"
"6","Stephan Kolassa","sample-size","16"
"6","Stephan Kolassa","svm","8"
"6","Stephan Kolassa","missing-data","10"
"6","Stephan Kolassa","inference","15"
"6","Stephan Kolassa","neural-networks","43"
"6","Stephan Kolassa","panel-data","4"
"6","Stephan Kolassa","data-visualization","56"
"6","Stephan Kolassa","dataset","23"
"6","Stephan Kolassa","terminology","25"
"6","Stephan Kolassa","data-transformation","14"
"6","Stephan Kolassa","mean","26"
"6","Stephan Kolassa","independence","1"
"6","Stephan Kolassa","maximum-likelihood","2"
"6","Stephan Kolassa","probability","90"
"6","Stephan Kolassa","autocorrelation","18"
"6","Stephan Kolassa","time-series","488"
"6","Stephan Kolassa","regression","253"
"6","Stephan Kolassa","generalized-linear-model","19"
"6","Stephan Kolassa","classification","103"
"6","Stephan Kolassa","conditional-probability","9"
"6","Stephan Kolassa","predictive-models","90"
"6","Stephan Kolassa","clustering","22"
"6","Stephan Kolassa","categorical-data","27"
"6","Stephan Kolassa","correlation","34"
"6","Stephan Kolassa","linear-model","13"
"6","Stephan Kolassa","modeling","36"
"6","Stephan Kolassa","standard-error","10"
"6","Stephan Kolassa","regression-coefficients","12"
"6","Stephan Kolassa","conv-neural-network","3"
"6","Stephan Kolassa","econometrics","12"
"6","Stephan Kolassa","python","73"
"6","Stephan Kolassa","least-squares","16"
"6","Stephan Kolassa","confidence-interval","40"
"6","Stephan Kolassa","poisson-distribution","19"
"6","Stephan Kolassa","statistical-significance","48"
"6","Stephan Kolassa","scikit-learn","14"
"6","Stephan Kolassa","distributions","95"
"6","Stephan Kolassa","prediction","55"
"6","Stephan Kolassa","descriptive-statistics","12"
"6","Stephan Kolassa","boosting","19"
"6","Stephan Kolassa","mathematical-statistics","47"
"6","Stephan Kolassa","p-value","24"
"6","Stephan Kolassa","r","338"
"6","Stephan Kolassa","variance","22"
"6","Stephan Kolassa","deep-learning","4"
"6","Stephan Kolassa","simulation","20"
"6","Stephan Kolassa","chi-squared-test","6"
"6","Stephan Kolassa","multiple-comparisons","3"
"6","Stephan Kolassa","repeated-measures","3"
"6","Stephan Kolassa","expected-value","17"
"6","Stephan Kolassa","arima","215"
"6","Stephan Kolassa","bayesian","14"
"6","Stephan Kolassa","anova","18"
"6","Stephan Kolassa","model","13"
"6","Stephan Kolassa","estimation","20"
"6","Stephan Kolassa","model-selection","35"
"6","Stephan Kolassa","interpretation","15"
"6","Stephan Kolassa","","1326"
"6","Stephan Kolassa","covariance","2"
"6","Stephan Kolassa","cross-validation","39"
"6","Stephan Kolassa","stochastic-processes","5"
"6","Stephan Kolassa","causality","4"
"6","Stephan Kolassa","mixed-model","12"
"6","Stephan Kolassa","density-function","10"
"6","Stephan Kolassa","lasso","8"
"6","Stephan Kolassa","regularization","17"
"6","Stephan Kolassa","machine-learning","210"
"6","Stephan Kolassa","residuals","11"
"6","Stephan Kolassa","bootstrap","11"
"6","Stephan Kolassa","spss","11"
"6","Stephan Kolassa","cox-model","1"
"6","Stephan Kolassa","interaction","16"
"6","Stephan Kolassa","survival","4"
"7","amoeba","mean","4"
"7","amoeba","least-squares","4"
"7","amoeba","panel-data","1"
"7","amoeba","generalized-linear-model","1"
"7","amoeba","correlation","13"
"7","amoeba","mixed-model","8"
"7","amoeba","bayesian","6"
"7","amoeba","model-selection","4"
"7","amoeba","r","43"
"7","amoeba","linear","4"
"7","amoeba","clustering","7"
"7","amoeba","classification","13"
"7","amoeba","terminology","18"
"7","amoeba","confidence-interval","4"
"7","amoeba","multiple-comparisons","12"
"7","amoeba","regression-coefficients","2"
"7","amoeba","mathematical-statistics","4"
"7","amoeba","inference","3"
"7","amoeba","self-study","1"
"7","amoeba","categorical-data","3"
"7","amoeba","normal-distribution","3"
"7","amoeba","descriptive-statistics","1"
"7","amoeba","probability","4"
"7","amoeba","residuals","2"
"7","amoeba","machine-learning","20"
"7","amoeba","dataset","1"
"7","amoeba","anova","15"
"7","amoeba","likelihood","4"
"7","amoeba","random-effects-model","1"
"7","amoeba","bootstrap","2"
"7","amoeba","cross-validation","17"
"7","amoeba","linear-model","2"
"7","amoeba","distributions","2"
"7","amoeba","estimation","3"
"7","amoeba","standard-error","1"
"7","amoeba","interpretation","2"
"7","amoeba","","293"
"7","amoeba","chi-squared-test","3"
"7","amoeba","p-value","23"
"7","amoeba","poisson-distribution","1"
"7","amoeba","variance","16"
"7","amoeba","conditional-probability","1"
"7","amoeba","multiple-regression","7"
"7","amoeba","lme4-nlme","5"
"7","amoeba","missing-data","1"
"7","amoeba","hypothesis-testing","32"
"7","amoeba","regularization","16"
"7","amoeba","feature-selection","5"
"7","amoeba","deep-learning","2"
"7","amoeba","spss","5"
"7","amoeba","predictive-models","1"
"7","amoeba","references","11"
"7","amoeba","optimization","5"
"7","amoeba","independence","2"
"7","amoeba","neural-networks","4"
"7","amoeba","econometrics","1"
"7","amoeba","statistical-significance","16"
"7","amoeba","scikit-learn","5"
"7","amoeba","time-series","5"
"7","amoeba","maximum-likelihood","2"
"7","amoeba","standard-deviation","4"
"7","amoeba","expected-value","1"
"7","amoeba","t-test","3"
"7","amoeba","python","7"
"7","amoeba","repeated-measures","6"
"7","amoeba","covariance","2"
"7","amoeba","pca","172"
"7","amoeba","statistical-power","3"
"7","amoeba","random-forest","1"
"7","amoeba","data-transformation","6"
"7","amoeba","data-visualization","5"
"7","amoeba","nonparametric","3"
"7","amoeba","prediction","1"
"7","amoeba","logistic","3"
"7","amoeba","random-variable","1"
"7","amoeba","sampling","1"
"7","amoeba","multivariate-analysis","11"
"7","amoeba","sample-size","1"
"7","amoeba","regression","40"
"8","Peter Flom","anova","185"
"8","Peter Flom","regularization","8"
"8","Peter Flom","categorical-data","134"
"8","Peter Flom","maximum-likelihood","6"
"8","Peter Flom","random-forest","7"
"8","Peter Flom","standard-error","16"
"8","Peter Flom","least-squares","35"
"8","Peter Flom","independence","16"
"8","Peter Flom","residuals","27"
"8","Peter Flom","autocorrelation","5"
"8","Peter Flom","probability","55"
"8","Peter Flom","lasso","16"
"8","Peter Flom","model-selection","46"
"8","Peter Flom","econometrics","17"
"8","Peter Flom","terminology","22"
"8","Peter Flom","expected-value","8"
"8","Peter Flom","variance","25"
"8","Peter Flom","pca","66"
"8","Peter Flom","repeated-measures","46"
"8","Peter Flom","modeling","54"
"8","Peter Flom","cross-validation","12"
"8","Peter Flom","time-series","39"
"8","Peter Flom","missing-data","24"
"8","Peter Flom","spss","92"
"8","Peter Flom","covariance","12"
"8","Peter Flom","linear","36"
"8","Peter Flom","bootstrap","13"
"8","Peter Flom","dataset","33"
"8","Peter Flom","sample-size","43"
"8","Peter Flom","data-visualization","76"
"8","Peter Flom","simulation","6"
"8","Peter Flom","model","24"
"8","Peter Flom","hypothesis-testing","189"
"8","Peter Flom","neural-networks","7"
"8","Peter Flom","regression","734"
"8","Peter Flom","multivariate-analysis","32"
"8","Peter Flom","references","32"
"8","Peter Flom","logistic","232"
"8","Peter Flom","boosting","2"
"8","Peter Flom","sampling","25"
"8","Peter Flom","self-study","70"
"8","Peter Flom","binomial-distribution","16"
"8","Peter Flom","experiment-design","29"
"8","Peter Flom","predictive-models","38"
"8","Peter Flom","estimation","15"
"8","Peter Flom","","1734"
"8","Peter Flom","multiple-regression","184"
"8","Peter Flom","stationarity","1"
"8","Peter Flom","data-transformation","87"
"8","Peter Flom","svm","2"
"8","Peter Flom","mixed-model","60"
"8","Peter Flom","arima","1"
"8","Peter Flom","survival","29"
"8","Peter Flom","interpretation","67"
"8","Peter Flom","density-function","7"
"8","Peter Flom","mathematical-statistics","34"
"8","Peter Flom","regression-coefficients","54"
"8","Peter Flom","markov-chain-montecarlo","1"
"8","Peter Flom","conditional-probability","6"
"8","Peter Flom","panel-data","18"
"8","Peter Flom","normal-distribution","76"
"8","Peter Flom","classification","47"
"8","Peter Flom","generalized-linear-model","71"
"8","Peter Flom","multiple-comparisons","27"
"8","Peter Flom","descriptive-statistics","51"
"8","Peter Flom","forecasting","7"
"8","Peter Flom","bayesian","13"
"8","Peter Flom","statistical-power","22"
"8","Peter Flom","causality","10"
"8","Peter Flom","interaction","116"
"8","Peter Flom","t-test","110"
"8","Peter Flom","r","348"
"8","Peter Flom","random-variable","6"
"8","Peter Flom","statistical-significance","175"
"8","Peter Flom","multilevel-analysis","26"
"8","Peter Flom","stata","24"
"8","Peter Flom","scikit-learn","8"
"8","Peter Flom","nonparametric","53"
"8","Peter Flom","feature-selection","34"
"8","Peter Flom","distributions","85"
"8","Peter Flom","random-effects-model","7"
"8","Peter Flom","likelihood","2"
"8","Peter Flom","confidence-interval","38"
"8","Peter Flom","prediction","17"
"8","Peter Flom","cox-model","16"
"8","Peter Flom","python","28"
"8","Peter Flom","mean","56"
"8","Peter Flom","poisson-distribution","13"
"8","Peter Flom","correlation","194"
"8","Peter Flom","linear-model","48"
"8","Peter Flom","clustering","47"
"8","Peter Flom","lme4-nlme","21"
"8","Peter Flom","optimization","2"
"8","Peter Flom","p-value","63"
"8","Peter Flom","standard-deviation","34"
"8","Peter Flom","chi-squared-test","73"
"8","Peter Flom","machine-learning","81"
"8","Peter Flom","deep-learning","1"
"8","Peter Flom","inference","31"
"9","Xi'an","econometrics","4"
"9","Xi'an","machine-learning","49"
"9","Xi'an","arima","1"
"9","Xi'an","terminology","8"
"9","Xi'an","independence","26"
"9","Xi'an","model-selection","21"
"9","Xi'an","linear-model","6"
"9","Xi'an","anova","3"
"9","Xi'an","data-transformation","5"
"9","Xi'an","lasso","1"
"9","Xi'an","distributions","241"
"9","Xi'an","regression","32"
"9","Xi'an","bootstrap","6"
"9","Xi'an","hypothesis-testing","26"
"9","Xi'an","variance","44"
"9","Xi'an","chi-squared-test","2"
"9","Xi'an","python","9"
"9","Xi'an","cox-model","1"
"9","Xi'an","missing-data","6"
"9","Xi'an","estimation","83"
"9","Xi'an","regularization","4"
"9","Xi'an","simulation","163"
